<<<<<<< HEAD
﻿SMILES,label_cutoff_20%,split
COC1C(OC(=N)O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0,train
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N=C(O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0,train
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1,0,train
N=C(N)NCCCCC1N=C(O)CCSSCC(C(=N)O)N=C(O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)N=C(O)C(CC(=O)O)N=C(O)CN=C1O,0,train
COc1ccc(CC(N=C(O)CC(C)(C)N)C(O)=NC(Cc2cnc[nH]2)C(O)=NC(CC2CCCCC2)C(O)C(O)CC(C)C)cc1,0,train
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,0,train
OCC(S)CS,0,train
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(N=C(O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,0,train
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,0,train
C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,0,train
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0,train
CCC(C)CCCC(O)=NC(CCN)C(O)=NC(C(O)=NC(CCN)C(O)=NC1CCN=C(O)C(C(C)O)N=C(O)C(CCN)N=C(O)C(CCN)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCN)N=C1O)C(C)O,0,train
CCOC(=O)n1ccn(C)c1=S,0,train
COc1ccc(C(=O)N2CCCC2=O)cc1,0,train
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0,train
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCNC=N)CC12,0,train
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,0,train
CCCCCCOc1nsnc1C1=CCCN(C)C1,0,train
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,train
O=C(O)CCNC(=O)c1ccc(NN=C2C=CC(=O)C(C(=O)O)=C2)cc1,0,train
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0,train
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0,train
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,0,train
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,0,train
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2c(=O)nnn2CC)CC1,0,train
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0,train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0,train
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0,train
N=C(O)NC=C1N=C(O)C(CN=C(O)CC(N)CCCN)N=C(O)C(CO)N=C(O)C(N)CN=C(O)C(C2CCNC(=N)N2)N=C1O,0,train
COC(=O)C1=CNC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,0,train
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)N=CO,0,train
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,train
CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,0,train
CN1CC(C(O)=NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,0,train
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CC1CCCCC1)C(O)C(O)C1CC1,0,train
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0,train
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0,train
CC1C=CC=CC=CC=CC=CC=CC=CC(O)(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,0,train
CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(N)Cc2ccccc2)C(O)=NC(Cc2ccccc2)C(O)=NC(Cc2c[nH]c3ccccc23)C(O)=NC(CCCCN)C(O)=NC(C(C)O)C(O)=N1,0,train
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0,train
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,0,train
O=P([O-])([O-])C(NC1CCCCCC1)P(=O)(O)O,0,train
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,train
O=P([O-])([O-])C(Cl)(Cl)P(=O)(O)O,0,train
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0,train
CC(O)=NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO,0,train
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0,train
CCC1(c2cnc[nH]2)Cc2ccccc2C1,0,train
CCC(O)=NCCC1CCc2ccc3c(c21)CCO3,0,train
CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,0,train
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0,train
CCCCC(C)(C)C(O)C=CC1C(O)CC(Cl)C1CC=CCCCC(=O)O,0,train
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0,train
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,0,train
CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2NC(CC(=O)O)C1=O,0,train
CC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN,0,train
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0,train
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0,train
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)N=C(O)C5C(O)C(C)CN5C(=O)C(C(C)O)N=C(O)C(C(O)C(O)c5ccc(O)cc5)N=C(O)C5CC(O)CN5C(=O)C(C(C)O)N=C4O)cc3)cc2)cc1,0,train
CN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,train
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0,train
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,0,train
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,0,train
COCCCOc1cc(CC(CC(N)C(O)CC(C(O)=NCC(C)(C)C(=N)O)C(C)C)C(C)C)ccc1OC,0,train
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,train
O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,0,train
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0,train
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0,train
COC1(N=C(O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,0,train
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0,train
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,0,train
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,train
NCC1OC(COC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,train
O=c1ccc2ccccc2o1,0,train
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,train
CCCN1CCCC(c2cccc(O)c2)C1,0,train
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,0,train
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,0,train
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,0,train
C#CCN(C)C(C)Cc1ccccc1,0,train
CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,0,train
Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1,0,train
CC(C)c1cccc(C(C)C)c1O,0,train
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0,train
COc1ccc2cccc(CCN=C(C)O)c2c1,0,train
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,0,train
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,0,train
O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,train
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0,train
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0,train
N=C(N)c1ccc(CN=C(O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,0,train
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0,train
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,train
Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,0,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,0,train
CC(O)(P(=O)(O)O)P(=O)(O)O,0,train
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,train
